,disYear,disMonth,disDay,disDayCount,cityCode,citySidoName,citySggName,disQuantity,dayAverQuantity,disCount,dayAverCount
1,2020,10,2,4,W6F,경상남도,진주시,91715300,22928825,57419,14355
2,2020,10,3,4,W6F,경상남도,진주시,83861900,20965475,55024,13756
3,2020,10,4,4,W6F,경상남도,진주시,76609550,19152388,50922,12731
4,2020,10,5,5,W6F,경상남도,진주시,104738750,20947750,67559,13512
5,2020,10,6,5,W6F,경상남도,진주시,103036100,20607220,65905,13181
6,2020,10,7,5,W6F,경상남도,진주시,110458750,22091750,68221,13644
0,2020,11,1,5,W6F,경상남도,진주시,152757800,30551560,78312,15662
1,2020,11,2,5,W6F,경상남도,진주시,125759450,25151890,69591,13918
2,2020,11,3,4,W6F,경상남도,진주시,86415450,21603863,51314,12829
3,2020,11,4,4,W6F,경상남도,진주시,85556600,21389150,51141,12785
4,2020,11,5,4,W6F,경상남도,진주시,91835100,22958775,53413,13353
5,2020,11,6,4,W6F,경상남도,진주시,91361800,22840450,52776,13194
6,2020,11,7,4,W6F,경상남도,진주시,100908700,25227175,54621,13655
0,2020,12,1,4,W6F,경상남도,진주시,134995750,33748938,62864,15716
1,2020,12,2,4,W6F,경상남도,진주시,106313300,26578325,53867,13467
2,2020,12,3,5,W6F,경상남도,진주시,120724550,24144910,63488,12698
3,2020,12,4,5,W6F,경상남도,진주시,115748700,23149740,62381,12476
4,2020,12,5,5,W6F,경상남도,진주시,122239350,24447870,65339,13068
5,2020,12,6,4,W6F,경상남도,진주시,103727400,25931850,53486,13372
6,2020,12,7,4,W6F,경상남도,진주시,115704500,28926125,55662,13916
0,2021,01,1,5,W6F,경상남도,진주시,144115800,28823160,74690,14938
1,2021,01,2,4,W6F,경상남도,진주시,93743650,23435913,50759,12690
2,2021,01,3,4,W6F,경상남도,진주시,83231500,20807875,46721,11680
3,2021,01,4,4,W6F,경상남도,진주시,86062100,21515525,49469,12367
4,2021,01,5,4,W6F,경상남도,진주시,75602550,18900638,43815,10954
5,2021,01,6,5,W6F,경상남도,진주시,105268550,21053710,59591,11918
6,2021,01,7,5,W6F,경상남도,진주시,116787400,23357480,63400,12680
0,2021,02,1,4,W6F,경상남도,진주시,108207750,27051938,55994,13999
1,2021,02,2,4,W6F,경상남도,진주시,93282000,23320500,50306,12577
2,2021,02,3,4,W6F,경상남도,진주시,84424000,21106000,47917,11979
3,2021,02,4,4,W6F,경상남도,진주시,89523200,22380800,51803,12951
4,2021,02,5,4,W6F,경상남도,진주시,89872750,22468188,50375,12594
5,2021,02,6,4,W6F,경상남도,진주시,81094700,20273675,45858,11465
6,2021,02,7,4,W6F,경상남도,진주시,86065750,21516438,47343,11836
0,2021,03,1,4,W6F,경상남도,진주시,112373700,28093425,61554,15389
1,2021,03,2,5,W6F,경상남도,진주시,107387550,21477510,61710,12342
2,2021,03,3,5,W6F,경상남도,진주시,107211400,21442280,63886,12777
3,2021,03,4,5,W6F,경상남도,진주시,98080700,19616140,60985,12197
4,2021,03,5,4,W6F,경상남도,진주시,74925050,18731263,46452,11613
5,2021,03,6,4,W6F,경상남도,진주시,75760280,18940070,46696,11674
6,2021,03,7,4,W6F,경상남도,진주시,78116450,19529113,45241,11310
0,2021,04,1,4,W6F,경상남도,진주시,110599150,27649788,62584,15646
1,2021,04,2,4,W6F,경상남도,진주시,83757950,20939488,50283,12571
2,2021,04,3,4,W6F,경상남도,진주시,82308350,20577088,52045,13011
3,2021,04,4,4,W6F,경상남도,진주시,78428700,19607175,50660,12665
4,2021,04,5,5,W6F,경상남도,진주시,97671850,19534370,62943,12589
5,2021,04,6,5,W6F,경상남도,진주시,95549650,19109930,62278,12456
6,2021,04,7,4,W6F,경상남도,진주시,77796300,19449075,46789,11697
0,2021,05,1,5,W6F,경상남도,진주시,145162450,29032490,80680,16136
1,2021,05,2,5,W6F,경상남도,진주시,120031100,24006220,71590,14318
2,2021,05,3,4,W6F,경상남도,진주시,80127350,20031838,50936,12734
3,2021,05,4,4,W6F,경상남도,진주시,93656000,23414000,58159,14540
4,2021,05,5,4,W6F,경상남도,진주시,84461200,21115300,52672,13168
5,2021,05,6,4,W6F,경상남도,진주시,87833450,21958363,55918,13980
6,2021,05,7,5,W6F,경상남도,진주시,113059850,22611970,67259,13452
0,2021,06,1,4,W6F,경상남도,진주시,130724200,32681050,72192,18048
1,2021,06,2,4,W6F,경상남도,진주시,108086150,27021538,65297,16324
2,2021,06,3,5,W6F,경상남도,진주시,111599350,22319870,70634,14127
3,2021,06,4,5,W6F,경상남도,진주시,121320200,24264040,77013,15403
4,2021,06,5,4,W6F,경상남도,진주시,86896450,21724113,55413,13853
5,2021,06,6,4,W6F,경상남도,진주시,92333250,23083313,58853,14713
6,2021,06,7,4,W6F,경상남도,진주시,102170500,25542625,60303,15076
0,2021,07,1,4,W6F,경상남도,진주시,146558600,36639650,81090,20273
1,2021,07,2,4,W6F,경상남도,진주시,115380800,28845200,69193,17298
2,2021,07,3,4,W6F,경상남도,진주시,107413350,26853338,67449,16862
3,2021,07,4,4,W6F,경상남도,진주시,106240550,26560138,67530,16883
4,2021,07,5,5,W6F,경상남도,진주시,133415350,26683070,85559,17112
5,2021,07,6,5,W6F,경상남도,진주시,128538800,25707760,82919,16584
6,2021,07,7,5,W6F,경상남도,진주시,141000000,28200000,83805,16761
0,2021,08,1,5,W6F,경상남도,진주시,165117600,33023520,97232,19446
1,2021,08,2,5,W6F,경상남도,진주시,133862850,26772570,83716,16743
2,2021,08,3,5,W6F,경상남도,진주시,133342750,26668550,87182,17436
3,2021,08,4,4,W6F,경상남도,진주시,101593000,25398250,67671,16918
4,2021,08,5,4,W6F,경상남도,진주시,100000750,25000188,66136,16534
5,2021,08,6,4,W6F,경상남도,진주시,99186250,24796563,66217,16554
6,2021,08,7,4,W6F,경상남도,진주시,96992950,24248238,61191,15298
0,2021,09,1,4,W6F,경상남도,진주시,127933500,31983375,77154,19289
1,2021,09,2,4,W6F,경상남도,진주시,106066050,26516513,67816,16954
2,2021,09,3,4,W6F,경상남도,진주시,92008950,23002238,60697,15174
3,2021,09,4,5,W6F,경상남도,진주시,118199450,23639890,77839,15568
4,2021,09,5,5,W6F,경상남도,진주시,121636550,24327310,81167,16233
5,2021,09,6,4,W6F,경상남도,진주시,94014500,23503625,63957,15989
6,2021,09,7,4,W6F,경상남도,진주시,101903950,25475988,65339,16335
0,2021,10,1,5,W6F,경상남도,진주시,137624300,27524860,82035,16407
1,2021,10,2,4,W6F,경상남도,진주시,101729250,25432313,62815,15704
2,2021,10,3,4,W6F,경상남도,진주시,93219800,23304950,60566,15142
3,2021,10,4,4,W6F,경상남도,진주시,86717600,21679400,58341,14585
4,2021,10,5,4,W6F,경상남도,진주시,87015650,21753913,58522,14631
5,2021,10,6,5,W6F,경상남도,진주시,105640250,21128050,71845,14369
6,2021,10,7,5,W6F,경상남도,진주시,112736550,22547310,72106,14421
0,2021,11,1,4,W6F,경상남도,진주시,122307150,30576788,63186,15797
1,2021,11,2,5,W6F,경상남도,진주시,125606250,25121250,70385,14077
2,2021,11,3,5,W6F,경상남도,진주시,114227650,22845530,67035,13407
3,2021,11,4,4,W6F,경상남도,진주시,89357450,22339363,54121,13530
4,2021,11,5,4,W6F,경상남도,진주시,89579500,22394875,53661,13415
5,2021,11,6,4,W6F,경상남도,진주시,88063100,22015775,53060,13265
6,2021,11,7,4,W6F,경상남도,진주시,96388250,24097063,53646,13412
0,2021,12,1,4,W6F,경상남도,진주시,131424250,32856063,62401,15600
1,2021,12,2,4,W6F,경상남도,진주시,107743100,26935775,55499,13875
2,2021,12,3,4,W6F,경상남도,진주시,95231150,23807788,52020,13005
3,2021,12,4,5,W6F,경상남도,진주시,116087050,23217410,64163,12833
4,2021,12,5,5,W6F,경상남도,진주시,117769500,23553900,64172,12834
5,2021,12,6,5,W6F,경상남도,진주시,117528050,23505610,63832,12766
6,2021,12,7,4,W6F,경상남도,진주시,105790250,26447563,52078,13020
0,2018,01,1,4,W6H,경상남도,통영시,6247000,1561750,2785,696
1,2018,01,2,5,W6H,경상남도,통영시,7669450,1533890,3470,694
2,2018,01,3,5,W6H,경상남도,통영시,7171000,1434200,3245,649
3,2018,01,4,5,W6H,경상남도,통영시,6395150,1279030,3062,612
4,2018,01,5,4,W6H,경상남도,통영시,5468750,1367188,2545,636
5,2018,01,6,4,W6H,경상남도,통영시,5112850,1278213,2471,618
6,2018,01,7,4,W6H,경상남도,통영시,5669250,1417313,2599,650
0,2018,02,1,4,W6H,경상남도,통영시,6582250,1645563,2765,691
1,2018,02,2,4,W6H,경상남도,통영시,6286500,1571625,2747,687
2,2018,02,3,4,W6H,경상남도,통영시,5835850,1458963,2726,682
3,2018,02,4,4,W6H,경상남도,통영시,5698300,1424575,2678,670
4,2018,02,5,4,W6H,경상남도,통영시,6415100,1603775,2925,731
5,2018,02,6,4,W6H,경상남도,통영시,5197050,1299263,2440,610
6,2018,02,7,4,W6H,경상남도,통영시,5731700,1432925,2511,628
0,2018,03,1,4,W6H,경상남도,통영시,6278450,1569613,2785,696
1,2018,03,2,4,W6H,경상남도,통영시,5498050,1374513,2600,650
2,2018,03,3,4,W6H,경상남도,통영시,5559100,1389775,2748,687
3,2018,03,4,4,W6H,경상남도,통영시,4617450,1154363,2299,575
4,2018,03,5,5,W6H,경상남도,통영시,6268200,1253640,3051,610
5,2018,03,6,5,W6H,경상남도,통영시,5986600,1197320,3038,608
6,2018,03,7,5,W6H,경상남도,통영시,6589600,1317920,3191,638
0,2018,04,1,5,W6H,경상남도,통영시,7884750,1576950,3646,729
1,2018,04,2,5,W6H,경상남도,통영시,6676550,1335310,3386,677
2,2018,04,3,4,W6H,경상남도,통영시,6044800,1511200,3019,755
3,2018,04,4,4,W6H,경상남도,통영시,4533200,1133300,2462,616
4,2018,04,5,4,W6H,경상남도,통영시,5093900,1273475,2689,672
5,2018,04,6,4,W6H,경상남도,통영시,4592950,1148238,2510,628
6,2018,04,7,4,W6H,경상남도,통영시,4968650,1242163,2479,620
0,2018,05,1,4,W6H,경상남도,통영시,6225850,1556463,2972,743
1,2018,05,2,4,W6H,경상남도,통영시,5977350,1494338,3087,772
2,2018,05,3,5,W6H,경상남도,통영시,7651100,1530220,3930,786
3,2018,05,4,5,W6H,경상남도,통영시,5843650,1168730,3223,645
4,2018,05,5,5,W6H,경상남도,통영시,6181400,1236280,3467,693
5,2018,05,6,4,W6H,경상남도,통영시,5094000,1273500,2817,704
6,2018,05,7,4,W6H,경상남도,통영시,5412000,1353000,2828,707
0,2018,06,1,4,W6H,경상남도,통영시,6907800,1726950,3380,845
1,2018,06,2,4,W6H,경상남도,통영시,6473000,1618250,3457,864
2,2018,06,3,4,W6H,경상남도,통영시,5567750,1391938,3103,776
3,2018,06,4,4,W6H,경상남도,통영시,5904200,1476050,3266,817
4,2018,06,5,4,W6H,경상남도,통영시,5776200,1444050,3208,802
5,2018,06,6,5,W6H,경상남도,통영시,6897950,1379590,3919,784
6,2018,06,7,5,W6H,경상남도,통영시,7079900,1415980,3754,751
0,2018,07,1,5,W6H,경상남도,통영시,10020650,2004130,5039,1008
1,2018,07,2,5,W6H,경상남도,통영시,8380800,1676160,4540,908
2,2018,07,3,5,W6H,경상남도,통영시,7910050,1582010,4447,889
3,2018,07,4,4,W6H,경상남도,통영시,6710900,1677725,3747,937
4,2018,07,5,4,W6H,경상남도,통영시,6221200,1555300,3583,896
5,2018,07,6,4,W6H,경상남도,통영시,6127550,1531888,3508,877
6,2018,07,7,4,W6H,경상남도,통영시,6967450,1741863,3652,913
0,2018,08,1,4,W6H,경상남도,통영시,6693200,1673300,3674,919
1,2018,08,2,4,W6H,경상남도,통영시,5685200,1421300,3389,847
2,2018,08,3,4,W6H,경상남도,통영시,6202900,1550725,3714,929
3,2018,08,4,5,W6H,경상남도,통영시,6723000,1344600,4104,821
4,2018,08,5,5,W6H,경상남도,통영시,7173650,1434730,4379,876
5,2018,08,6,5,W6H,경상남도,통영시,6732150,1346430,4120,824
6,2018,08,7,4,W6H,경상남도,통영시,5554850,1388713,3306,827
0,2018,09,1,5,W6H,경상남도,통영시,9309250,1861850,4920,984
1,2018,09,2,4,W6H,경상남도,통영시,5769600,1442400,3265,816
2,2018,09,3,4,W6H,경상남도,통영시,5758300,1439575,3316,829
3,2018,09,4,4,W6H,경상남도,통영시,5212850,1303213,3110,778
4,2018,09,5,4,W6H,경상남도,통영시,4953800,1238450,3063,766
5,2018,09,6,4,W6H,경상남도,통영시,5297150,1324288,3168,792
6,2018,09,7,5,W6H,경상남도,통영시,7492350,1498470,4262,852
0,2018,10,1,4,W6H,경상남도,통영시,6086450,1521613,3229,807
1,2018,10,2,5,W6H,경상남도,통영시,7090550,1418110,3869,774
2,2018,10,3,5,W6H,경상남도,통영시,6795200,1359040,3978,796
3,2018,10,4,5,W6H,경상남도,통영시,6013800,1202760,3554,711
4,2018,10,5,4,W6H,경상남도,통영시,4843650,1210913,2979,745
5,2018,10,6,4,W6H,경상남도,통영시,4599850,1149963,2758,690
6,2018,10,7,4,W6H,경상남도,통영시,4835000,1208750,2720,680
0,2018,11,1,4,W6H,경상남도,통영시,6355150,1588788,2977,744
1,2018,11,2,4,W6H,경상남도,통영시,5702100,1425525,2898,725
2,2018,11,3,4,W6H,경상남도,통영시,5829300,1457325,3078,770
3,2018,11,4,4,W6H,경상남도,통영시,5246300,1311575,2752,688
4,2018,11,5,5,W6H,경상남도,통영시,5829150,1165830,3151,630
5,2018,11,6,5,W6H,경상남도,통영시,6106100,1221220,3417,683
6,2018,11,7,4,W6H,경상남도,통영시,5372250,1343063,2665,666
0,2018,12,1,5,W6H,경상남도,통영시,8815650,1763130,3593,719
1,2018,12,2,5,W6H,경상남도,통영시,7464650,1492930,3309,662
2,2018,12,3,4,W6H,경상남도,통영시,6324750,1581188,2848,712
3,2018,12,4,4,W6H,경상남도,통영시,5353200,1338300,2481,620
4,2018,12,5,4,W6H,경상남도,통영시,5162450,1290613,2417,604
5,2018,12,6,4,W6H,경상남도,통영시,5247400,1311850,2427,607
6,2018,12,7,5,W6H,경상남도,통영시,7278850,1455770,3101,620
0,2019,01,1,4,W6H,경상남도,통영시,6239700,1559925,2684,671
1,2019,01,2,4,W6H,경상남도,통영시,5440200,1360050,2555,639
2,2019,01,3,5,W6H,경상남도,통영시,6683950,1336790,3234,647
3,2019,01,4,5,W6H,경상남도,통영시,5625200,1125040,2890,578
4,2019,01,5,5,W6H,경상남도,통영시,5851050,1170210,2931,586
5,2019,01,6,4,W6H,경상남도,통영시,4309400,1077350,2300,575
6,2019,01,7,4,W6H,경상남도,통영시,4640700,1160175,2268,567
0,2019,02,1,4,W6H,경상남도,통영시,6815250,1703813,2925,731
1,2019,02,2,4,W6H,경상남도,통영시,6501150,1625288,2948,737
2,2019,02,3,4,W6H,경상남도,통영시,5095050,1273763,2454,614
3,2019,02,4,4,W6H,경상남도,통영시,4761750,1190438,2377,594
4,2019,02,5,4,W6H,경상남도,통영시,4777450,1194363,2357,589
5,2019,02,6,4,W6H,경상남도,통영시,4675100,1168775,2313,578
6,2019,02,7,4,W6H,경상남도,통영시,5370550,1342638,2547,637
0,2019,03,1,5,W6H,경상남도,통영시,6527750,1305550,3181,636
1,2019,03,2,4,W6H,경상남도,통영시,5048150,1262038,2563,641
2,2019,03,3,4,W6H,경상남도,통영시,4752300,1188075,2478,620
3,2019,03,4,4,W6H,경상남도,통영시,3653200,913300,1928,482
4,2019,03,5,4,W6H,경상남도,통영시,4348350,1087088,2329,582
5,2019,03,6,5,W6H,경상남도,통영시,5071850,1014370,2676,535
6,2019,03,7,5,W6H,경상남도,통영시,5689950,1137990,2880,576
0,2019,04,1,4,W6H,경상남도,통영시,5191400,1297850,2536,634
1,2019,04,2,5,W6H,경상남도,통영시,5863250,1172650,3084,617
2,2019,04,3,5,W6H,경상남도,통영시,5943700,1188740,3123,625
3,2019,04,4,4,W6H,경상남도,통영시,4171000,1042750,2284,571
4,2019,04,5,4,W6H,경상남도,통영시,4265400,1066350,2327,582
5,2019,04,6,4,W6H,경상남도,통영시,3773150,943288,2204,551
6,2019,04,7,4,W6H,경상남도,통영시,4670450,1167613,2439,610
0,2019,05,1,4,W6H,경상남도,통영시,5656650,1414163,2811,703
1,2019,05,2,4,W6H,경상남도,통영시,4968200,1242050,2746,687
2,2019,05,3,4,W6H,경상남도,통영시,5624300,1406075,3052,763
3,2019,05,4,5,W6H,경상남도,통영시,5678200,1135640,3243,649
4,2019,05,5,5,W6H,경상남도,통영시,5939650,1187930,3357,671
5,2019,05,6,5,W6H,경상남도,통영시,5511100,1102220,3254,651
6,2019,05,7,4,W6H,경상남도,통영시,4750800,1187700,2537,634
0,2019,06,1,5,W6H,경상남도,통영시,8564600,1712920,4167,833
1,2019,06,2,4,W6H,경상남도,통영시,5578750,1394688,3063,766
2,2019,06,3,4,W6H,경상남도,통영시,5532700,1383175,3215,804
3,2019,06,4,4,W6H,경상남도,통영시,4284150,1071038,2494,624
4,2019,06,5,4,W6H,경상남도,통영시,5511350,1377838,3089,772
5,2019,06,6,4,W6H,경상남도,통영시,4726650,1181663,2721,680
6,2019,06,7,5,W6H,경상남도,통영시,6590950,1318190,3478,696
0,2019,07,1,4,W6H,경상남도,통영시,7665650,1916413,3783,946
1,2019,07,2,5,W6H,경상남도,통영시,7959950,1591990,4308,862
2,2019,07,3,5,W6H,경상남도,통영시,7974600,1594920,4517,903
3,2019,07,4,5,W6H,경상남도,통영시,6590750,1318150,3837,767
4,2019,07,5,4,W6H,경상남도,통영시,5735650,1433913,3317,829
5,2019,07,6,4,W6H,경상남도,통영시,5147600,1286900,3012,753
6,2019,07,7,4,W6H,경상남도,통영시,5514250,1378563,3002,751
0,2019,08,1,4,W6H,경상남도,통영시,6492200,1623050,3549,887
1,2019,08,2,4,W6H,경상남도,통영시,6331750,1582938,3543,886
2,2019,08,3,4,W6H,경상남도,통영시,5913450,1478363,3526,882
3,2019,08,4,4,W6H,경상남도,통영시,5293800,1323450,3208,802
4,2019,08,5,5,W6H,경상남도,통영시,7362400,1472480,4280,856
5,2019,08,6,5,W6H,경상남도,통영시,7084750,1416950,4194,839
6,2019,08,7,5,W6H,경상남도,통영시,6833800,1366760,3793,759
0,2019,09,1,5,W6H,경상남도,통영시,7754900,1550980,4046,809
1,2019,09,2,5,W6H,경상남도,통영시,7908100,1581620,4353,871
2,2019,09,3,4,W6H,경상남도,통영시,5901100,1475275,3459,865
3,2019,09,4,4,W6H,경상남도,통영시,5825050,1456263,3442,861
4,2019,09,5,4,W6H,경상남도,통영시,6399050,1599763,3611,903
5,2019,09,6,4,W6H,경상남도,통영시,5362750,1340688,3133,783
6,2019,09,7,4,W6H,경상남도,통영시,5499700,1374925,3010,753
0,2019,10,1,4,W6H,경상남도,통영시,5626450,1406613,3106,777
1,2019,10,2,4,W6H,경상남도,통영시,4904250,1226063,2914,729
2,2019,10,3,5,W6H,경상남도,통영시,6148450,1229690,3726,745
3,2019,10,4,5,W6H,경상남도,통영시,5132050,1026410,3205,641
4,2019,10,5,5,W6H,경상남도,통영시,6143950,1228790,3747,749
5,2019,10,6,4,W6H,경상남도,통영시,4080050,1020013,2607,652
6,2019,10,7,4,W6H,경상남도,통영시,4839000,1209750,2833,708
0,2019,11,1,4,W6H,경상남도,통영시,5995000,1498750,2970,743
1,2019,11,2,4,W6H,경상남도,통영시,5320500,1330125,2771,693
2,2019,11,3,4,W6H,경상남도,통영시,5268750,1317188,2814,704
3,2019,11,4,4,W6H,경상남도,통영시,4368300,1092075,2489,622
4,2019,11,5,4,W6H,경상남도,통영시,4592850,1148213,2573,643
5,2019,11,6,5,W6H,경상남도,통영시,5836650,1167330,3133,627
6,2019,11,7,5,W6H,경상남도,통영시,6352750,1270550,3289,658
0,2019,12,1,5,W6H,경상남도,통영시,7749450,1549890,3270,654
1,2019,12,2,5,W6H,경상남도,통영시,7479700,1495940,3461,692
2,2019,12,3,5,W6H,경상남도,통영시,6856100,1371220,3330,666
3,2019,12,4,4,W6H,경상남도,통영시,5365100,1341275,2519,630
4,2019,12,5,4,W6H,경상남도,통영시,4890200,1222550,2369,592
5,2019,12,6,4,W6H,경상남도,통영시,4757350,1189338,2352,588
6,2019,12,7,4,W6H,경상남도,통영시,5915050,1478763,2522,631
0,2020,01,1,4,W6H,경상남도,통영시,5328200,1332050,2485,621
1,2020,01,2,4,W6H,경상남도,통영시,4658700,1164675,2255,564
2,2020,01,3,4,W6H,경상남도,통영시,6081200,1520300,2831,708
3,2020,01,4,5,W6H,경상남도,통영시,5808600,1161720,2841,568
4,2020,01,5,5,W6H,경상남도,통영시,6908050,1381610,3314,663
5,2020,01,6,5,W6H,경상남도,통영시,7106050,1421210,3429,686
6,2020,01,7,4,W6H,경상남도,통영시,4870500,1217625,2269,567
0,2020,02,1,4,W6H,경상남도,통영시,6361400,1590350,2776,694
1,2020,02,2,4,W6H,경상남도,통영시,5603250,1400813,2715,679
2,2020,02,3,4,W6H,경상남도,통영시,5011250,1252813,2511,628
3,2020,02,4,4,W6H,경상남도,통영시,4742700,1185675,2390,598
4,2020,02,5,4,W6H,경상남도,통영시,4811500,1202875,2463,616
5,2020,02,6,4,W6H,경상남도,통영시,4552550,1138138,2370,593
6,2020,02,7,5,W6H,경상남도,통영시,6598600,1319720,3182,636
0,2020,03,1,5,W6H,경상남도,통영시,7416650,1483330,3685,737
1,2020,03,2,5,W6H,경상남도,통영시,6600800,1320160,3338,668
2,2020,03,3,5,W6H,경상남도,통영시,6618250,1323650,3482,696
3,2020,03,4,4,W6H,경상남도,통영시,4509000,1127250,2472,618
4,2020,03,5,4,W6H,경상남도,통영시,4264600,1066150,2316,579
5,2020,03,6,4,W6H,경상남도,통영시,4789400,1197350,2592,648
6,2020,03,7,4,W6H,경상남도,통영시,4924800,1231200,2511,628
0,2020,04,1,4,W6H,경상남도,통영시,5444700,1361175,2699,675
1,2020,04,2,4,W6H,경상남도,통영시,5480050,1370013,2847,712
2,2020,04,3,4,W6H,경상남도,통영시,5088050,1272013,2705,676
3,2020,04,4,5,W6H,경상남도,통영시,5200800,1040160,2993,599
4,2020,04,5,5,W6H,경상남도,통영시,5729850,1145970,3144,629
5,2020,04,6,4,W6H,경상남도,통영시,4035550,1008888,2266,567
6,2020,04,7,4,W6H,경상남도,통영시,4839100,1209775,2542,636
0,2020,05,1,5,W6H,경상남도,통영시,7762650,1552530,3813,763
1,2020,05,2,4,W6H,경상남도,통영시,5600900,1400225,2952,738
2,2020,05,3,4,W6H,경상남도,통영시,5797900,1449475,2966,742
3,2020,05,4,4,W6H,경상남도,통영시,4781550,1195388,2674,669
4,2020,05,5,4,W6H,경상남도,통영시,4614550,1153638,2706,677
5,2020,05,6,5,W6H,경상남도,통영시,6118200,1223640,3304,661
6,2020,05,7,5,W6H,경상남도,통영시,6606950,1321390,3285,657
0,2020,06,1,4,W6H,경상남도,통영시,6731550,1682888,3389,847
1,2020,06,2,5,W6H,경상남도,통영시,7738400,1547680,3821,764
2,2020,06,3,5,W6H,경상남도,통영시,7868400,1573680,4177,835
3,2020,06,4,4,W6H,경상남도,통영시,4792450,1198113,2738,685
4,2020,06,5,4,W6H,경상남도,통영시,4674100,1168525,2659,665
5,2020,06,6,4,W6H,경상남도,통영시,5528700,1382175,3208,802
6,2020,06,7,4,W6H,경상남도,통영시,5285200,1321300,2795,699
0,2020,07,1,4,W6H,경상남도,통영시,6320350,1580088,3217,804
1,2020,07,2,4,W6H,경상남도,통영시,5805950,1451488,3124,781
2,2020,07,3,4,W6H,경상남도,통영시,6106550,1526638,3490,873
3,2020,07,4,5,W6H,경상남도,통영시,6721200,1344240,3866,773
4,2020,07,5,5,W6H,경상남도,통영시,6772800,1354560,3858,772
5,2020,07,6,5,W6H,경상남도,통영시,6297250,1259450,3730,746
6,2020,07,7,4,W6H,경상남도,통영시,6206350,1551588,3356,839
0,2020,08,1,5,W6H,경상남도,통영시,8313500,1662700,4492,898
1,2020,08,2,5,W6H,경상남도,통영시,7595000,1519000,4285,857
2,2020,08,3,4,W6H,경상남도,통영시,5990600,1497650,3535,884
3,2020,08,4,4,W6H,경상남도,통영시,5296600,1324150,3185,796
4,2020,08,5,4,W6H,경상남도,통영시,5517750,1379438,3344,836
5,2020,08,6,4,W6H,경상남도,통영시,5170550,1292638,3143,786
6,2020,08,7,5,W6H,경상남도,통영시,7084850,1416970,4099,820
0,2020,09,1,4,W6H,경상남도,통영시,5871550,1467888,3404,851
1,2020,09,2,4,W6H,경상남도,통영시,5415950,1353988,3261,815
2,2020,09,3,5,W6H,경상남도,통영시,7159100,1431820,4469,894
3,2020,09,4,5,W6H,경상남도,통영시,6178100,1235620,3811,762
4,2020,09,5,4,W6H,경상남도,통영시,4737100,1184275,3151,788
5,2020,09,6,4,W6H,경상남도,통영시,4419450,1104863,2953,738
6,2020,09,7,4,W6H,경상남도,통영시,4903800,1225950,2921,730
0,2020,10,1,4,W6H,경상남도,통영시,5830900,1457725,3226,807
1,2020,10,2,4,W6H,경상남도,통영시,5004550,1251138,2864,716
2,2020,10,3,4,W6H,경상남도,통영시,4930650,1232663,2970,743
3,2020,10,4,4,W6H,경상남도,통영시,3796950,949238,2382,596
4,2020,10,5,5,W6H,경상남도,통영시,5696600,1139320,3337,667
5,2020,10,6,5,W6H,경상남도,통영시,5574300,1114860,3266,653
6,2020,10,7,5,W6H,경상남도,통영시,6074550,1214910,3405,681
0,2020,11,1,5,W6H,경상남도,통영시,7252850,1450570,3536,707
1,2020,11,2,5,W6H,경상남도,통영시,6361400,1272280,3382,676
2,2020,11,3,4,W6H,경상남도,통영시,5142500,1285625,2777,694
3,2020,11,4,4,W6H,경상남도,통영시,3923700,980925,2177,544
4,2020,11,5,4,W6H,경상남도,통영시,4345600,1086400,2446,612
5,2020,11,6,4,W6H,경상남도,통영시,4585150,1146288,2459,615
6,2020,11,7,4,W6H,경상남도,통영시,4919100,1229775,2491,623
0,2020,12,1,4,W6H,경상남도,통영시,7229100,1807275,2937,734
1,2020,12,2,4,W6H,경상남도,통영시,6052850,1513213,2795,699
2,2020,12,3,5,W6H,경상남도,통영시,7001600,1400320,3365,673
3,2020,12,4,5,W6H,경상남도,통영시,6255300,1251060,3103,621
4,2020,12,5,5,W6H,경상남도,통영시,6481950,1296390,3171,634
5,2020,12,6,4,W6H,경상남도,통영시,5677100,1419275,2602,651
6,2020,12,7,4,W6H,경상남도,통영시,6654700,1663675,2819,705
0,2021,01,1,5,W6H,경상남도,통영시,7412000,1482400,3502,700
1,2021,01,2,4,W6H,경상남도,통영시,5203550,1300888,2618,655
2,2021,01,3,4,W6H,경상남도,통영시,5012350,1253088,2498,625
3,2021,01,4,4,W6H,경상남도,통영시,4647750,1161938,2394,599
4,2021,01,5,4,W6H,경상남도,통영시,4125750,1031438,2306,577
5,2021,01,6,5,W6H,경상남도,통영시,5665900,1133180,2899,580
6,2021,01,7,5,W6H,경상남도,통영시,6219200,1243840,3097,619
0,2021,02,1,4,W6H,경상남도,통영시,5538600,1384650,2647,662
1,2021,02,2,4,W6H,경상남도,통영시,5362000,1340500,2625,656
2,2021,02,3,4,W6H,경상남도,통영시,5143400,1285850,2596,649
3,2021,02,4,4,W6H,경상남도,통영시,4654950,1163738,2479,620
4,2021,02,5,4,W6H,경상남도,통영시,5501800,1375450,2727,682
5,2021,02,6,4,W6H,경상남도,통영시,4762750,1190688,2426,607
6,2021,02,7,4,W6H,경상남도,통영시,5147750,1286938,2505,626
0,2021,03,1,4,W6H,경상남도,통영시,6062050,1515513,2903,726
1,2021,03,2,5,W6H,경상남도,통영시,5510500,1102100,2853,571
2,2021,03,3,5,W6H,경상남도,통영시,6203550,1240710,3315,663
